tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
Tr_tweet_1602,1.0,1.0,nan,,United,MaryStinchfield,0.0,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!,2/22/2015 12:34,Massachusetts  ,nan
Tr_tweet_3061,1.0,1.0,nan,,United,NoviceFlyer,0.0,@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!,2/19/2015 9:55,"Tulsa, OK",Central Time (US & Canada)
Tr_tweet_2360,1.0,0.6907,nan,,United,GoALDE,0.0,@united No thanks.  Took care of it when I called,2/20/2015 20:16,Wisconsin to Worldwide,Central Time (US & Canada)
Tr_tweet_1842,0.0,1.0,Customer Service Issue,1.0,United,bartha75,0.0,@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?,2/22/2015 3:35,san diego,nan
Tr_tweet_625,0.0,1.0,Can't Tell,1.0,United,inspirevery,0.0,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,2/24/2015 3:11,nan,nan
Tr_tweet_3111,0.0,1.0,Lost Luggage,0.6619,United,hire_llc,0.0,"@united I did, and as I thought, nothing happened",2/19/2015 7:34,nan,nan
Tr_tweet_2958,1.0,0.6634,nan,,United,TonyLauro,0.0,"@united Fair enough. I don't usually rant, but it's good to know someone's listening. :)",2/19/2015 15:49,"Dallas, TX",Central Time (US & Canada)
Tr_tweet_1835,0.0,1.0,Cancelled Flight,0.6665,United,SagiRoi,0.0,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",2/22/2015 4:19,nan,nan
Tr_tweet_1478,0.0,1.0,Bad Flight,0.3697,United,BeyondStatusQuo,0.0,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,2/22/2015 15:34,Los Angeles ,Pacific Time (US & Canada)
Tr_tweet_1292,0.0,1.0,Customer Service Issue,1.0,United,kyles32,0.0,@united customer service is the WORST. hanging up on customers intentionally after one hour on hold.,2/22/2015 21:03,nan,nan
Tr_tweet_1431,1.0,1.0,nan,,United,YelpPittsburgh,0.0,@united thank you for following up!,2/22/2015 16:50,"Pittsburgh, PA",Quito
Tr_tweet_997,1.0,0.6809,nan,,United,CaroDavis2012,0.0,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,2/23/2015 10:38,Scotland,nan
Tr_tweet_2672,0.0,1.0,Late Flight,0.6716,United,_mhertz,0.0,@united deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss,2/20/2015 8:43,nan,Pacific Time (US & Canada)
Tr_tweet_2169,1.0,0.3366,nan,0.0,United,zachkpearson,0.0,.@united Thanks. Hopefully this is easily resolved.,2/21/2015 12:09,"Portland, Oregon",Pacific Time (US & Canada)
Tr_tweet_2068,1.0,0.6533,nan,0.0,United,WendyJaccard,0.0,"@united Yes, they did. Must have fixed the broken ramp. Thanks!",2/21/2015 15:25,"Virginia/Metro Washington, DC",Eastern Time (US & Canada)
Tr_tweet_2807,1.0,1.0,nan,,United,AMMBoman,0.0,@united thank you so much. How will you be able to contact me?,2/19/2015 22:48,Kaizen 改善,Arizona
Tr_tweet_1942,0.0,1.0,Late Flight,0.6783,United,Chunkingtonchad,0.0,"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards",2/21/2015 19:39,nan,nan
Tr_tweet_1515,0.0,1.0,Flight Booking Problems,0.6658,United,gtotheoff,0.0,@united pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.,2/22/2015 14:52,nan,Central Time (US & Canada)
Tr_tweet_1152,1.0,1.0,nan,,United,gwen1013,0.0,@united Cool. Thank you.,2/23/2015 6:08,"New Haven, CT",nan
Tr_tweet_434,0.0,1.0,Cancelled Flight,0.6458,Virgin America,RyScanlon,0.0,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",2/17/2015 12:44,nan,Atlantic Time (Canada)
Tr_tweet_2319,1.0,1.0,nan,,United,cindykane,0.0,@united They held the plane! Made it!!,2/20/2015 23:15,Massachusetts,Eastern Time (US & Canada)
Tr_tweet_2804,1.0,1.0,nan,,United,bren8oh8,0.0,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",2/19/2015 23:13,SoCal is where my mind stays,nan
Tr_tweet_1748,0.0,1.0,Customer Service Issue,0.6308,United,KapuriaMd,0.0,@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,2/22/2015 7:19,nan,nan
Tr_tweet_943,1.0,0.643,nan,0.0,United,jbuhl35,0.0,@united flight 1491...plane from SFO to DEN is basically on time.,2/23/2015 12:26,"Washington, DC",Atlantic Time (Canada)
Tr_tweet_3321,1.0,1.0,nan,,United,od2be2003,0.0,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir",2/18/2015 15:09,"Dallas, TX",Eastern Time (US & Canada)
Tr_tweet_257,0.0,1.0,Bad Flight,0.6979,Virgin America,AdamSinger,0.0,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),2/20/2015 11:13,"San Francisco, CA",Central Time (US & Canada)
Tr_tweet_1897,0.0,1.0,Customer Service Issue,1.0,United,tweets1971,0.0,@united we have tried to change our flight THREE times on the phone and got disconnected each time.,2/21/2015 22:00,Boston,nan
Tr_tweet_980,0.0,1.0,Late Flight,1.0,United,docmartin_10,0.0,"@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",2/23/2015 11:07,"Fort Wayne, Indiana",Eastern Time (US & Canada)
Tr_tweet_2804,1.0,1.0,nan,,United,bren8oh8,0.0,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",2/19/2015 23:13,SoCal is where my mind stays,nan
Tr_tweet_3098,1.0,1.0,nan,,United,SonyaSloanMD,0.0,@united #OrthoDoc on-call to in-flight! Glad to have been of service!,2/19/2015 8:16,"Houston, TX, USA",Central Time (US & Canada)
Tr_tweet_910,0.0,1.0,Lost Luggage,1.0,United,PreyingMantis02,1.0,@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,2/23/2015 13:18,nan,nan
Tr_tweet_1249,0.0,1.0,Cancelled Flight,1.0,United,pdxmucci,1.0,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,2/22/2015 23:04,"Portland, OR",nan
Tr_tweet_1227,0.0,1.0,Lost Luggage,0.6853,United,jnml,0.0,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,2/23/2015 1:32,nan,nan
Tr_tweet_1873,0.0,0.7029,Late Flight,0.3619,United,MarkGilden,0.0,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,2/22/2015 0:04,"Honolulu, HI",Pacific Time (US & Canada)
Tr_tweet_1781,0.0,1.0,Can't Tell,1.0,United,throthra,0.0,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",2/22/2015 6:27,nan,nan
Tr_tweet_2208,1.0,0.6793,nan,0.0,United,SeanFedorko,0.0,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",2/21/2015 10:16,nan,Eastern Time (US & Canada)
Tr_tweet_613,1.0,0.6667,nan,0.0,United,T2News,0.0,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round",2/24/2015 4:20,Glasgow,London
Tr_tweet_941,0.0,1.0,Can't Tell,0.6919,United,medictom,0.0,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,2/23/2015 12:29,"Brunswick, Ohio",Eastern Time (US & Canada)
Tr_tweet_1471,0.0,1.0,Flight Attendant Complaints,1.0,United,FlyRightSeat10,0.0,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard",2/22/2015 15:37,Canada,Eastern Time (US & Canada)
Tr_tweet_2897,0.0,1.0,Customer Service Issue,0.6572,United,acmejla,1.0,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,2/19/2015 18:03,"Carmel, IN",Eastern Time (US & Canada)
Tr_tweet_719,0.0,1.0,Late Flight,1.0,United,MelanieSpring,0.0,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,2/23/2015 20:36,"Washington, DC",Eastern Time (US & Canada)
Tr_tweet_941,0.0,1.0,Can't Tell,0.6919,United,medictom,0.0,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,2/23/2015 12:29,"Brunswick, Ohio",Eastern Time (US & Canada)
Tr_tweet_2024,0.0,1.0,Lost Luggage,1.0,United,getpatrick,1.0,.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines,2/21/2015 17:08,"Montreal, Quebec CA",Eastern Time (US & Canada)
Tr_tweet_1214,1.0,1.0,nan,,United,domdelfino,0.0,@united thanks for the upgrade today great way to start my week! Cc: @CiscoJimFrench @cobedien,2/23/2015 3:05,DOM-ination,Quito
Tr_tweet_3279,1.0,1.0,nan,,United,confox77,0.0,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!,2/18/2015 17:06,nan,Amsterdam
Tr_tweet_2323,1.0,0.6531,nan,,United,neilawinston,0.0,@united I hope so too :),2/20/2015 22:45,"Cleveland, OH",Eastern Time (US & Canada)
Tr_tweet_166,0.0,1.0,Customer Service Issue,0.7148,Virgin America,joyabsalon,0.0,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,2/21/2015 18:29,Northern Virginia,Eastern Time (US & Canada)
Tr_tweet_457,0.0,1.0,Cancelled Flight,0.703,United,CoralReefer420,0.0,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,2/24/2015 11:39,"Bay Area, California ",Alaska
Tr_tweet_927,0.0,1.0,Customer Service Issue,1.0,United,GeorgeMcflyOG,0.0,@United blocked me from DM'ing them because they would rather I complain about them in a public forum,2/23/2015 12:54,NJ ,Eastern Time (US & Canada)
Tr_tweet_1577,1.0,0.6735,nan,,United,screamingbrat,0.0,"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated",2/22/2015 13:32,"new york, baby",Eastern Time (US & Canada)
Tr_tweet_973,0.0,0.6671,Can't Tell,0.3651,United,Austin_Grisham,0.0,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,2/23/2015 11:14,PDX,Alaska
Tr_tweet_2005,0.0,1.0,Lost Luggage,0.6344,United,SoulFreeDreams,0.0,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution",2/21/2015 17:54,"Columbus,Ohio",Eastern Time (US & Canada)
Tr_tweet_1470,0.0,0.6703,Can't Tell,0.3626,United,kaf_silva,0.0,@united what is this subtlety gate changes? Are you kidding with me?,2/22/2015 15:37,nan,nan
Tr_tweet_2436,0.0,1.0,Customer Service Issue,0.6493,United,Decode_NewYork,0.0,@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag,2/20/2015 17:40,New York City,Eastern Time (US & Canada)
Tr_tweet_3245,0.0,1.0,Bad Flight,0.3365,United,Atrain_8,3.0,"@united you can't claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won't",2/18/2015 19:10,nan,nan
Tr_tweet_2672,0.0,1.0,Late Flight,0.6716,United,_mhertz,0.0,@united deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss,2/20/2015 8:43,nan,Pacific Time (US & Canada)
Tr_tweet_1515,0.0,1.0,Flight Booking Problems,0.6658,United,gtotheoff,0.0,@united pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.,2/22/2015 14:52,nan,Central Time (US & Canada)
Tr_tweet_1993,1.0,0.6496,nan,0.0,United,absfine,0.0,@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!,2/21/2015 18:13,nan,Arizona
Tr_tweet_604,1.0,1.0,nan,,United,ShawnaNewman,0.0,"@united thanks, just sent :)",2/24/2015 5:06,searching for coffee,Eastern Time (US & Canada)
Tr_tweet_9,1.0,1.0,nan,,Virgin America,YupitsTate,0.0,"@VirginAmerica it was amazing, and arrived an hour early. You're too good to me.",2/24/2015 10:53,Los Angeles,Eastern Time (US & Canada)
Tr_tweet_534,0.0,1.0,Flight Attendant Complaints,1.0,United,mbelliss,0.0,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,2/24/2015 8:36,Louisville,Alaska
Tr_tweet_941,0.0,1.0,Can't Tell,0.6919,United,medictom,0.0,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,2/23/2015 12:29,"Brunswick, Ohio",Eastern Time (US & Canada)
Tr_tweet_2351,1.0,0.6497,nan,,United,kevinkugler,0.0,@united DM sent.  Thanks.,2/20/2015 20:47,"Omaha, Nebraska",Central Time (US & Canada)
Tr_tweet_69,1.0,1.0,nan,,Virgin America,TaylorLumsden,0.0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,2/23/2015 11:28,"Dallas, Texas",Mountain Time (US & Canada)
Tr_tweet_2583,0.0,1.0,Lost Luggage,0.3437,United,christinerimay,0.0,@united Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.,2/20/2015 11:27,Someplace saving something,Eastern Time (US & Canada)
Tr_tweet_1029,0.0,1.0,Customer Service Issue,0.6702,United,JMS2802,0.0,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline without WiFi...,2/23/2015 9:59,nan,nan
Tr_tweet_625,0.0,1.0,Can't Tell,1.0,United,inspirevery,0.0,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,2/24/2015 3:11,nan,nan
Tr_tweet_354,1.0,1.0,nan,,Virgin America,TLoui143,0.0,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),2/18/2015 21:24,Out to Brunch with @Kanyewest.,Central Time (US & Canada)
Tr_tweet_2169,1.0,0.3366,nan,0.0,United,zachkpearson,0.0,.@united Thanks. Hopefully this is easily resolved.,2/21/2015 12:09,"Portland, Oregon",Pacific Time (US & Canada)
Tr_tweet_2894,0.0,0.7141,Late Flight,0.7141,United,J_Okayy,0.0,"@united so our flight into ORD was delayed because of Air Force One, but the last flight to SBN is at 8:20, 5 mins from now we just landed.",2/19/2015 18:13,nan,Eastern Time (US & Canada)
Tr_tweet_1735,0.0,1.0,Cancelled Flight,1.0,United,czamkoff,0.0,"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!",2/22/2015 7:47,nan,nan
Tr_tweet_1242,0.0,0.6947,Late Flight,0.3579,United,DelonGerry,0.0,@united @DelonGerry ual sucks,2/22/2015 23:39,nan,nan
Tr_tweet_3109,1.0,0.6669,nan,0.0,United,BurgerFreshh,0.0,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt,nan,2/19/2015 7:35,"Houston, Tx & Old Bridge, NJ "
Tr_tweet_1352,0.0,1.0,Lost Luggage,1.0,United,meigheyburn,0.0,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M,2/22/2015 19:33,"Akron, Ohio",Eastern Time (US & Canada)
Tr_tweet_659,0.0,1.0,Lost Luggage,1.0,United,tiffy_mac,0.0,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..,2/23/2015 23:13,"Brighton, UK
",nan
Tr_tweet_429,1.0,1.0,nan,,Virgin America,Hakenson_LIOX,0.0,@VirginAmerica Dad on Segway is the best part of this whole infographic!,2/17/2015 14:04,"Waltham, MA",Atlantic Time (Canada)
Tr_tweet_2723,1.0,1.0,nan,,United,LuxuryFred,0.0,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!,2/20/2015 7:34,In First Class,Arizona
Tr_tweet_2562,0.0,1.0,Can't Tell,1.0,United,PaintboxGirl,0.0,"@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky",2/20/2015 12:33,New York State,Central Time (US & Canada)
Tr_tweet_1343,0.0,1.0,Customer Service Issue,0.6705,United,natashajw,1.0,@united Thanks for the vague canned response that doesn't address the issue!,2/22/2015 19:50,"san francisco, ca",Pacific Time (US & Canada)
Tr_tweet_2699,0.0,0.6875,Late Flight,0.6875,United,josephpwilson,0.0,.@united Nope - had to rebook through Houston so I could get to Amarillo before 11pm. Stuck in SFO for four hours.,2/20/2015 8:05,"San Francisco, CA",nan
Tr_tweet_980,0.0,1.0,Late Flight,1.0,United,docmartin_10,0.0,"@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",2/23/2015 11:07,"Fort Wayne, Indiana",Eastern Time (US & Canada)
Tr_tweet_1737,0.0,1.0,Customer Service Issue,1.0,United,goldsteinmlg,0.0,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,2/22/2015 7:41,nan,nan
Tr_tweet_2544,0.0,1.0,Can't Tell,0.672,United,ADolledUpBlog,0.0,@United I have never been so grossed out in my life. What a disappointment-yet again-flying with you.,2/20/2015 13:16,"Salt Lake City, UT",Mountain Time (US & Canada)
Tr_tweet_2695,0.0,1.0,Late Flight,1.0,United,caitlingshaw,0.0,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation",2/20/2015 8:13,"Columbus, Ohio",Eastern Time (US & Canada)
Tr_tweet_1352,0.0,1.0,Lost Luggage,1.0,United,meigheyburn,0.0,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M,2/22/2015 19:33,"Akron, Ohio",Eastern Time (US & Canada)
Tr_tweet_333,1.0,0.6888,nan,,Virgin America,mightymeesh,0.0,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,2/19/2015 9:22,San Francisco,nan
Tr_tweet_2399,1.0,1.0,nan,,United,AmaniHardrict,0.0,@united Looking forward to flying with you guys as well !!,2/20/2015 18:42,TRACK ,Atlantic Time (Canada)
Tr_tweet_1108,0.0,1.0,Late Flight,1.0,United,DanaHFreeman,0.0,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,2/23/2015 7:23,"Burlington, Vermont",Eastern Time (US & Canada)
Tr_tweet_2763,0.0,1.0,Late Flight,1.0,United,nancy_g3,0.0,@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!,2/20/2015 4:54,"New York, NY",Eastern Time (US & Canada)
Tr_tweet_862,1.0,1.0,nan,,United,TuraOntheroad,0.0,@united Thank you!,2/23/2015 15:02,Brooklyn,Pacific Time (US & Canada)
Tr_tweet_198,1.0,1.0,nan,,Virgin America,carlos89178,0.0,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,2/21/2015 11:45,nan,nan
Tr_tweet_811,0.0,1.0,Lost Luggage,0.6512,United,throthra,2.0,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,2/23/2015 17:30,nan,nan
Tr_tweet_1601,0.0,1.0,Customer Service Issue,1.0,United,Bharrison__,0.0,@united has terrible customer service &amp,nan,2/22/2015 12:40,nan
Tr_tweet_130,0.0,0.6543,Flight Attendant Complaints,0.3562,Virgin America,MOCBlogger,0.0,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,2/22/2015 14:03,San Diego,Alaska
Tr_tweet_3090,0.0,1.0,Customer Service Issue,1.0,United,PAIGER33,0.0,@united need to chat with an actual human ASAP!,2/19/2015 8:42,nan,Central Time (US & Canada)
Tr_tweet_578,0.0,1.0,Can't Tell,0.3501,United,Evan_Flay,0.0,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,2/24/2015 6:53,Seattle,Pacific Time (US & Canada)
Tr_tweet_2854,1.0,1.0,nan,,United,ChadARichardson,0.0,"@united thanks, keep up the good work",2/19/2015 20:00,Raleigh,nan
Tr_tweet_3289,0.0,1.0,Can't Tell,0.6647,United,havecl,1.0,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,2/18/2015 16:27,nan,nan
Tr_tweet_177,0.0,1.0,Cancelled Flight,1.0,Virgin America,FiDiFamilies,0.0,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,2/21/2015 15:47,New York City ,Eastern Time (US & Canada)
Tr_tweet_76,0.0,1.0,Can't Tell,1.0,Virgin America,GunsNDip,0.0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,2/23/2015 10:54,nan,Pacific Time (US & Canada)
Tr_tweet_2930,0.0,1.0,Customer Service Issue,0.6848,United,pvb29,0.0,@united I am now following you and see that I am not the only one experiencing and noticing a substantial downgrade in service post merger,2/19/2015 16:43,nan,nan
Tr_tweet_1559,1.0,1.0,nan,,United,kiiimbra,0.0,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,2/22/2015 13:59,Earth,Eastern Time (US & Canada)
Tr_tweet_1464,1.0,0.66,nan,,United,SmashMastr,0.0,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,2/22/2015 15:49,Chicago,nan
Tr_tweet_2583,0.0,1.0,Lost Luggage,0.3437,United,christinerimay,0.0,@united Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.,2/20/2015 11:27,Someplace saving something,Eastern Time (US & Canada)
Tr_tweet_2049,1.0,1.0,nan,,United,michaelmcd,0.0,@united that's great! pls let me know when u start!,2/21/2015 16:07,Beijing | Los Angeles,Beijing
Tr_tweet_2907,0.0,1.0,Late Flight,0.6598,United,dmb41shows,0.0,@united this is nuts they said a flight was on the ground now it's still in Albany and they won't have a plane.  Someone is compensating me,2/19/2015 17:38,Pursuit of Happiness,Hawaii
Tr_tweet_1182,0.0,0.7114,Can't Tell,0.3632,United,cfacekillah,0.0,@united you need a bag bouncer. Get it together,2/23/2015 4:59,nan,nan
Tr_tweet_1713,0.0,1.0,Cancelled Flight,0.6814,United,CressM,0.0,@united  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand,2/22/2015 8:28,FL,nan
Tr_tweet_76,0.0,1.0,Can't Tell,1.0,Virgin America,GunsNDip,0.0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,2/23/2015 10:54,nan,Pacific Time (US & Canada)
Tr_tweet_3017,0.0,1.0,longlines,1.0,United,dandadams,0.0,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg,2/19/2015 12:37,"bettendorf, ia",Mountain Time (US & Canada)
Tr_tweet_1974,0.0,1.0,Bad Flight,1.0,United,tarlonious,0.0,@united I'd really like to get off of this plane now.,2/21/2015 18:54,nan,nan
Tr_tweet_722,0.0,1.0,Customer Service Issue,1.0,United,throthra,0.0,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",2/23/2015 20:34,nan,nan
Tr_tweet_3329,0.0,1.0,Bad Flight,0.3434,United,christinebpc,0.0,@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs,2/18/2015 14:52,"Houston, Texas",Central Time (US & Canada)
Tr_tweet_853,0.0,0.6558,Can't Tell,0.35600000000000004,United,AaronGirson,0.0,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,2/23/2015 15:26,nan,nan
Tr_tweet_2546,0.0,1.0,Late Flight,1.0,United,ADolledUpBlog,1.0,"@united thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly",2/20/2015 13:15,"Salt Lake City, UT",Mountain Time (US & Canada)
Tr_tweet_2825,1.0,0.6832,nan,,United,Gouwerijn,0.0,@united thnx,2/19/2015 21:54,Alphen aan den Rijn,Amsterdam
Tr_tweet_853,0.0,0.6558,Can't Tell,0.35600000000000004,United,AaronGirson,0.0,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,2/23/2015 15:26,nan,nan
Tr_tweet_586,0.0,1.0,Can't Tell,1.0,United,throthra,0.0,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused",2/24/2015 6:32,nan,nan
Tr_tweet_256,0.0,1.0,Can't Tell,0.6421,Virgin America,Yorkshire_D,0.0,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp,nan,2/20/2015 11:24,nan
Tr_tweet_136,1.0,1.0,nan,,Virgin America,livingfitly,0.0,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,2/22/2015 12:35,"Washington, DC",Eastern Time (US & Canada)
Tr_tweet_688,1.0,1.0,nan,,United,The_Playmaker20,0.0,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,2/23/2015 21:38,nan,nan
Tr_tweet_1882,0.0,1.0,Cancelled Flight,1.0,United,RJordan47,0.0,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,2/21/2015 22:46,Oklahoma,Central Time (US & Canada)
Tr_tweet_1718,1.0,1.0,nan,,United,KapuriaMd,0.0,@united worked out after all. Thanks for your immediate reply!!,2/22/2015 8:19,nan,nan
Tr_tweet_1814,1.0,1.0,nan,,United,houckie,0.0,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,2/22/2015 5:06,Northern Virginia,Eastern Time (US & Canada)
Tr_tweet_1190,0.0,0.6565,Customer Service Issue,0.6565,United,dealswelike,1.0,@united - it's been almost 2 weeks and still no word from DOT on update of london fare to us cities? any updates on your end?,2/23/2015 4:41,New York,Central Time (US & Canada)
Tr_tweet_2695,0.0,1.0,Late Flight,1.0,United,caitlingshaw,0.0,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation",2/20/2015 8:13,"Columbus, Ohio",Eastern Time (US & Canada)
Tr_tweet_1516,0.0,1.0,Can't Tell,0.6333,United,danny_9_9,0.0,@united you guys are complete ass,2/22/2015 14:49,nan,nan
Tr_tweet_2831,1.0,1.0,nan,,United,clkc86,0.0,@united  Great customer service again. Thanks!,2/19/2015 21:43,nan,nan
Tr_tweet_3306,0.0,1.0,Cancelled Flight,0.6701,United,questions_faith,0.0,"@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ",2/18/2015 15:42,"Elkhart, Indiana",Atlantic Time (Canada)
